"Manufacturer","Model","SKU","Description","Finish","Diameter","Width","Bolt Pattern","Offset","Backspace","GTIN","Bore","Lugs","Lug Type","Max Load lbs","Cost","AC-EDM","AC-OAK","MAP","Image 1","Image 2","Image 3","Image 4","Image 5","Image 6"
"SENTALI STREET","SS1","SS112093253","Sentali Street SS1 20x9 5x120 25 Gloss Black","Gloss Black","20","9","5x120","25","6","","72.6","5","","1900","226.67","60","4","332.46","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/a7847c98-a8c0-48f7-b81b-0ae9206b5805.png","","","","",""
"SENTALI STREET","SS2","SS22191053353","Sentali Street SS2 19x10.5 5x120 35 Matte Black","Matte Black","19","10.5","5x120","35","7.25","","72.6","5","","1800","204.94","22","2","300.58","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/ddacbd20-db2e-456e-a4df-ed13d7a485a3.png","","","","",""
"SENTALI STREET","SS1","SS1122955352","Sentali Street SS1 22x9.5 5x127 35 Gloss Black","Gloss Black","22","9.5","5x127","35","6.75","","71.6","5","","2000","285.36","46","8","418.53","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/a7847c98-a8c0-48f7-b81b-0ae9206b5805.png","","","","",""
"SENTALI STREET","SS1","SS1119852351","Sentali Street SS1 19x8.5 5x112 35 Gloss Black","Gloss Black","19","8.5","5x112","35","6.25","","66.6","5","","1800","200.59","28","6","294.2","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/a7847c98-a8c0-48f7-b81b-0ae9206b5805.png","","","","",""
"SENTALI STREET","SS1","SS1119853353","Sentali Street SS1 19x8.5 5x120 35 Gloss Black","Gloss Black","19","8.5","5x120","35","6.25","","72.6","5","","1800","200.59","51","8","294.2","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/a7847c98-a8c0-48f7-b81b-0ae9206b5805.png","","","","",""
"SENTALI STREET","SS2","SS232092351","Sentali Street SS2 20x9 5x112 35 Hyper Silver","Hyper Silver","20","9","5x112","35","6.5","","66.6","5","","1900","226.67","36","2","332.46","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/7888a8f3-ef23-4a7b-85ae-b517d1c9b65b.png","","","","",""
"SENTALI STREET","SS2","SS23221052251","Sentali Street SS2 22x10.5 5x112 25 Hyper Silver","Hyper Silver","22","10.5","5x112","25","6.75","","66.6","5","","2000","287.53","0","0","421.71","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/7888a8f3-ef23-4a7b-85ae-b517d1c9b65b.png","","","","",""
"SENTALI STREET","SS2","SS2222951354","Sentali Street SS2 22x9.5 5x114.3 35 Matte Black","Matte Black","22","9.5","5x114.3","35","6.75","","73.1","5","","2000","285.36","11","-8","418.53","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/ddacbd20-db2e-456e-a4df-ed13d7a485a3.png","","","","",""
"SENTALI STREET","SS2","SS2219953383","Sentali Street SS2 19x9.5 5x120 38 Matte Black","Matte Black","19","9.5","5x120","38","6.75","","72.6","5","","1800","202.77","18","4","297.39","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/ddacbd20-db2e-456e-a4df-ed13d7a485a3.png","","","","",""
"SENTALI STREET","SS2","SS22201056202","Sentali Street SS2 20x10.5 5x115 20 Matte Black","Matte Black","20","10.5","5x115","20","6.5","","71.6","5","","1900","233.2","36","4","342.02","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/ddacbd20-db2e-456e-a4df-ed13d7a485a3.png","","","","",""
"SENTALI STREET","SS1","SS1919952251","Sentali Street SS1 19x9.5 5x112 25 Graphite","Graphite","19","9.5","5x112","25","6.25","","66.6","5","","1800","202.77","12","0","297.39","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/f80cdf11-676a-41ed-931d-8eb3ac512d83.png","","","","",""
"SENTALI STREET","SS2","SS232095352","Sentali Street SS2 20x9 5x127 35 Hyper Silver","Hyper Silver","20","9","5x127","35","6.5","","71.6","5","","1900","226.67","26","0","332.46","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/7888a8f3-ef23-4a7b-85ae-b517d1c9b65b.png","","","","",""
"SENTALI STREET","SS1","SS11201056202","Sentali Street SS1 20x10.5 5x115 20 Gloss Black","Gloss Black","20","10.5","5x115","20","6.5","","71.6","5","","1900","233.2","8","0","342.02","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/a7847c98-a8c0-48f7-b81b-0ae9206b5805.png","","","","",""
"SENTALI STREET","SS2","SS24191052251","Sentali Street SS2 19x10.5 5x112 25 Matte Bronze","Matte Bronze","19","10.5","5x112","25","6.75","","66.6","5","","1800","204.94","57","4","300.58","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/79b327f9-8912-4a48-9c5e-1645503183c6.png","","","","",""
"SENTALI STREET","SS1","SS112092251","Sentali Street SS1 20x9 5x112 25 Gloss Black","Gloss Black","20","9","5x112","25","6","","66.6","5","","1900","226.67","4","4","332.46","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/a7847c98-a8c0-48f7-b81b-0ae9206b5805.png","","","","",""
"SENTALI STREET","SS1","SS132092251","Sentali Street SS1 20x9 5x112 25 Hyper Silver","Hyper Silver","20","9","5x112","25","6","","66.6","5","","1900","226.67","0","0","332.46","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/2e910958-d77c-4054-9692-fcdf75f20193.png","","","","",""
"SENTALI STREET","SS3","SS3219853353","Sentali Street SS3 19x8.5 5x120 35 Matte Black","Matte Black","19","8.5","5x120","35","6.25","","72.6","5","","1800","200.59","62","0","294.2","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/98e69272-acf4-40d7-82eb-04193a38b00e.png","","","","",""
"SENTALI STREET","SS2","SS23191052251","Sentali Street SS2 19x10.5 5x112 25 Hyper Silver","Hyper Silver","19","10.5","5x112","25","6.75","","66.6","5","","1800","204.94","21","2","300.58","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/7888a8f3-ef23-4a7b-85ae-b517d1c9b65b.png","","","","",""
"SENTALI STREET","SS2","SS23201051404","Sentali Street SS2 20x10.5 5x114.3 40 Hyper Silver","Hyper Silver","20","10.5","5x114.3","40","7.25","","73.1","5","","1900","233.2","36","2","342.02","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/7888a8f3-ef23-4a7b-85ae-b517d1c9b65b.png","","","","",""
"SENTALI STREET","SS2","SS222092351","SS2 20x9 5x112 35 Matte Black","Matte Black","20","9","5x112","35","6.5","","66.6","5","","1900","226.67","16","4","332.46","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/ddacbd20-db2e-456e-a4df-ed13d7a485a3.png","","","","",""
"SENTALI STREET","SS1","SS1319952251","Sentali Street SS1 19x9.5 5x112 25 Hyper Silver","Hyper Silver","19","9.5","5x112","25","6.25","","66.6","5","","1800","202.77","4","0","297.39","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/2e910958-d77c-4054-9692-fcdf75f20193.png","","","","",""
"SENTALI STREET","SS2","SS2418852351","Sentali Street SS2 18x8.5 5x112 35 Matte Bronze","Matte Bronze","18","8.5","5x112","35","6.25","","66.6","5","","1700","178.86","57","0","262.32","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/79b327f9-8912-4a48-9c5e-1645503183c6.png","","","","",""
"SENTALI STREET","SS3","SS3418852351","Sentali Street SS3 18x8.5 5x112 35 Matte Bronze","Matte Bronze","18","8.5","5x112","35","6.25","","66.6","5","","1700","178.86","45","0","262.32","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/01878a8c-9195-4c45-9c23-840eede1e734.png","","","","",""
"SENTALI STREET","SS1","SS1319953253","Sentali Street SS1 19x9.5 5x120 25 Hyper Silver","Hyper Silver","19","9.5","5x120","25","6.25","","72.6","5","","1800","202.77","12","0","297.39","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/2e910958-d77c-4054-9692-fcdf75f20193.png","","","","",""
"SENTALI STREET","SS2","SS2319951384","Sentali Street SS2 19x9.5 5x114.3 38 Hyper Silver","Hyper Silver","19","9.5","5x114.3","38","6.75","","73.1","5","","1800","202.77","35","-1","297.39","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/7888a8f3-ef23-4a7b-85ae-b517d1c9b65b.png","","","","",""
"SENTALI STREET","SS2","SS2219853353","Sentali Street SS2 19x8.5 5x120 35 Matte Black","Matte Black","19","8.5","5x120","35","6.25","","72.6","5","","1800","200.59","40","0","294.2","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/ddacbd20-db2e-456e-a4df-ed13d7a485a3.png","","","","",""
"SENTALI STREET","SS1","SS1318853353","Sentali Street SS1 18x8.5 5x120 35 Hyper Silver","Hyper Silver","18","8.5","5x120","35","6.25","","72.6","5","","1700","178.86","47","0","262.32","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/2e910958-d77c-4054-9692-fcdf75f20193.png","","","","",""
"SENTALI STREET","SS1","SS1919851354","Sentali Street SS1 19x8.5 5x114.3 35 Graphite","Graphite","19","8.5","5x114.3","35","6.25","","73.1","5","","1800","200.59","30","8","294.2","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/f80cdf11-676a-41ed-931d-8eb3ac512d83.png","","","","",""
"SENTALI STREET","SS1","SS1319853353","Sentali Street SS1 19x8.5 5x120 35 Hyper Silver","Hyper Silver","19","8.5","5x120","35","6.25","","72.6","5","","1800","200.59","44","1","294.2","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/2e910958-d77c-4054-9692-fcdf75f20193.png","","","","",""
"SENTALI STREET","SS2","SS24191052351","Sentali Street SS2 19x10.5 5x112 35 Matte Bronze","Matte Bronze","19","10.5","5x112","35","7.25","","66.6","5","","1800","204.94","36","4","300.58","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/79b327f9-8912-4a48-9c5e-1645503183c6.png","","","","",""
"SENTALI STREET","SS2","SS2318854354","Sentali Street SS2 18x8.5 5x100 35 Hyper Silver","Hyper Silver","18","8.5","5x100","35","6.25","","73.1","5","","1700","178.86","74","12","262.32","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/7888a8f3-ef23-4a7b-85ae-b517d1c9b65b.png","","","","",""
"SENTALI STREET","SS1","SS1119953383","Sentali Street SS1 19x9.5 5x120 38 Gloss Black","Gloss Black","19","9.5","5x120","38","6.75","","72.6","5","","1800","202.77","24","4","297.39","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/a7847c98-a8c0-48f7-b81b-0ae9206b5805.png","","","","",""
"SENTALI STREET","SS1","SS192093353","Sentali Street SS1 20x9 5x120 35 Graphite","Graphite","20","9","5x120","35","6.5","","72.6","5","","1900","226.67","8","0","332.46","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/f80cdf11-676a-41ed-931d-8eb3ac512d83.png","","","","",""
"SENTALI STREET","SS4","SS4118852351","Sentali Street SS4 18x8.5 5x112 35 Gloss Black","Gloss Black","18","8.5","5x112","35","6.25","66.6","66.6","5","","1700","178.86","40","-4","262.32","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/0357a999-336e-4a32-97f2-4062af39dbc7.png","","","","",""
"SENTALI STREET","SS3","SS38191052251","SS3 19x10.5 5x112 25 Matte Graphite","Matte Graphite","19","10.5","5x112","25","6.75","","66.6","5","","1800","204.94","32","13","300.58","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/bd94d177-7d6b-43b2-8c5c-0b95e0af0eba.png","","","","",""
"SENTALI STREET","SS3","SS34191053353","Sentali Street SS3 19x10.5 5x120 35 Matte Bronze","Matte Bronze","19","10.5","5x120","35","7.25","","72.6","5","","1800","204.94","26","0","300.58","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/01878a8c-9195-4c45-9c23-840eede1e734.png","","","","",""
"SENTALI STREET","SS1","SS1117752421","Sentali Street SS1 17x7.5 5x112 42 Gloss Black","Gloss Black","17","7.5","5x112","42","6","","66.6","5","","1700","165.82","46","0","243.2","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/a7847c98-a8c0-48f7-b81b-0ae9206b5805.png","","","","",""
"SENTALI STREET","SS3","SS32201052401","Sentali Street SS3 20x10.5 5x112 40 Matte Black","Matte Black","20","10.5","5x112","40","7.25","","66.6","5","","1900","233.2","0","0","342.02","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/98e69272-acf4-40d7-82eb-04193a38b00e.png","","","","",""
"SENTALI STREET","SS1","SS1118852421","Sentali Street SS1 18x8.5 5x112 42 Gloss Black","Gloss Black","18","8.5","5x112","42","6.5","","66.6","5","","1700","178.86","61","0","262.32","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/a7847c98-a8c0-48f7-b81b-0ae9206b5805.png","","","","",""
"SENTALI STREET","SS1","SS1918952381","Sentali Street SS1 18x9.5 5x112 38 Graphite","Graphite","18","9.5","5x112","38","6.75","56-A198-1895-362","66.6","5","","1700","181.04","6","16","265.51","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/f80cdf11-676a-41ed-931d-8eb3ac512d83.png","","","","",""
"SENTALI STREET","SS4","SS4618851354","Sentali Street SS4 18x8.5 5x114.3 35 Gloss Black Machined","Gloss Black Machined","18","8.5","5x114.3","35","6.25","73.1","73.1","5","","1700","181.04","28","4","265.51","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/b0c1b854-b754-4175-ace9-5311af50597b.png","","","","",""
"SENTALI STREET","SS2","SS242093353","Sentali Street SS2 20x9 5x120 35 Matte Bronze","Matte Bronze","20","9","5x120","35","6.5","","72.6","5","","1900","226.67","37","4","332.46","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/79b327f9-8912-4a48-9c5e-1645503183c6.png","","","","",""
"SENTALI STREET","SS1","SS19191053353","Sentali Street SS1 19x10.5 5x120 35 Graphite","Graphite","19","10.5","5x120","35","7.25","","72.6","5","","1800","204.94","16","4","300.58","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/f80cdf11-676a-41ed-931d-8eb3ac512d83.png","","","","",""
"SENTALI STREET","SS3","SS342091254","Sentali Street SS3 20x9 5x114.3 25 Matte Bronze","Matte Bronze","20","9","5x114.3","25","6","","73.1","5","","1900","226.67","49","4","332.46","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/01878a8c-9195-4c45-9c23-840eede1e734.png","","","","",""
"SENTALI STREET","SS1","SS1319851354","Sentali Street SS1 19x8.5 5x114.3 35 Hyper Silver","Hyper Silver","19","8.5","5x114.3","35","6.25","","73.1","5","","1800","200.59","18","12","294.2","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/2e910958-d77c-4054-9692-fcdf75f20193.png","","","","",""
"SENTALI STREET","SS3","SS3418952381","Sentali Street SS3 18x9.5 5x112 38 Matte Bronze","Matte Bronze","18","9.5","5x112","38","6.75","","66.6","5","","1700","181.04","21","4","265.51","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/01878a8c-9195-4c45-9c23-840eede1e734.png","","","","",""
"SENTALI STREET","SS1","SS19221055282","Sentali Street SS1 22x10.5 5x127 28 Graphite","Graphite","22","10.5","5x127","28","6.75","","71.6","5","","2000","287.53","18","2","421.71","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/f80cdf11-676a-41ed-931d-8eb3ac512d83.png","","","","",""
"SENTALI STREET","SS4","SS412095352","Sentali Street SS4 20x9 5x127 35 Gloss Black","Gloss Black","20","9","5x127","35","6.5","","71.6","5","","1900","226.67","30","-4","332.46","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/0357a999-336e-4a32-97f2-4062af39dbc7.png","","","","",""
"SENTALI STREET","SS2","SS2319952381","Sentali Street SS2 19x9.5 5x112 38 Hyper Silver","Hyper Silver","19","9.5","5x112","38","6.75","","66.6","5","","1800","202.77","4","2","297.39","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/7888a8f3-ef23-4a7b-85ae-b517d1c9b65b.png","","","","",""
"SENTALI STREET","SS1","SS1918851354","Sentali Street SS1 18x8.5 5x114.3 35 Graphite","Graphite","18","8.5","5x114.3","35","6.25","","73.1","5","","1700","178.86","8","8","262.32","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/f80cdf11-676a-41ed-931d-8eb3ac512d83.png","","","","",""
"SENTALI STREET","SS3","SS382092251","Sentali Street SS3 20x9 5x112 25 Matte Graphite","Matte Graphite","20","9","5x112","25","6","","66.6","5","","1900","226.67","7","0","332.46","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/bd94d177-7d6b-43b2-8c5c-0b95e0af0eba.png","","","","",""
"SENTALI STREET","SS1","SS1119851354","Sentali Street SS1 19x8.5 5x114.3 35 Gloss Black","Gloss Black","19","8.5","5x114.3","35","6.25","","73.1","5","","1800","200.59","-14","-4","294.2","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/a7847c98-a8c0-48f7-b81b-0ae9206b5805.png","","","","",""
"SENTALI STREET","SS1","SS13191052251","Sentali Street SS1 19x10.5 5x112 25 Hyper Silver","Hyper Silver","19","10.5","5x112","25","6.75","","66.6","5","","1800","204.94","20","4","300.58","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/2e910958-d77c-4054-9692-fcdf75f20193.png","","","","",""
"SENTALI STREET","SS1","SS1319951384","Sentali Street SS1 19x9.5 5x114.3 38 Hyper Silver","Hyper Silver","19","9.5","5x114.3","38","6.75","","73.1","5","","1800","202.77","0","0","297.39","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/2e910958-d77c-4054-9692-fcdf75f20193.png","","","","",""
"SENTALI STREET","SS3","SS34221055282","Sentali Street SS3 22x10.5 5x127 28 Matte Bronze","Matte Bronze","22","10.5","5x127","28","6.75","","71.6","5","","2000","287.53","3","0","421.71","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/01878a8c-9195-4c45-9c23-840eede1e734.png","","","","",""
"SENTALI STREET","SS2","SS2322951354","Sentali Street SS2 22x9.5 5x114.3 35 Hyper Silver","Hyper Silver","22","9.5","5x114.3","35","6.75","","73.1","5","","2000","285.36","4","0","418.53","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/7888a8f3-ef23-4a7b-85ae-b517d1c9b65b.png","","","","",""
"SENTALI STREET","SS2","SS2418952381","Sentali Street SS2 18x9.5 5x112 38 Matte Bronze","Matte Bronze","18","9.5","5x112","38","6.75","","66.6","5","","1700","181.04","24","4","265.51","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/79b327f9-8912-4a48-9c5e-1645503183c6.png","","","","",""
"SENTALI STREET","SS4","SS472096152","Sentali Street SS4 20x9 5x115 15 Hyper Silver Machined","Hyper Silver Machined","20","9","5x115","15","5.5","","71.6","5","","1900","231.02","10","4","338.83","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/eb339225-9580-4735-979d-cf71cefe8aad.png","","","","",""
"SENTALI STREET","SS1","SS13201052251","Sentali Street SS1 20x10.5 5x112 25 Hyper Silver","Hyper Silver","20","10.5","5x112","25","6.75","","66.6","5","","1900","233.2","17","0","342.02","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/2e910958-d77c-4054-9692-fcdf75f20193.png","","","","",""
"SENTALI STREET","SS1","SS192095352","Sentali Street SS1 20x9 5x127 35 Graphite","Graphite","20","9","5x127","35","6.5","","71.6","5","","1900","226.67","48","4","332.46","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/f80cdf11-676a-41ed-931d-8eb3ac512d83.png","","","","",""
"SENTALI STREET","SS3","SS3218853353","Sentali Street SS3 18x8.5 5x120 35 Matte Black","Matte Black","18","8.5","5x120","35","6.25","","72.6","5","","1700","178.86","84","0","262.32","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/98e69272-acf4-40d7-82eb-04193a38b00e.png","","","","",""
"SENTALI STREET","SS2","SS24191053353","Sentali Street SS2 19x10.5 5x120 35 Matte Bronze","Matte Bronze","19","10.5","5x120","35","7.25","","72.6","5","","1800","204.94","30","4","300.58","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/79b327f9-8912-4a48-9c5e-1645503183c6.png","","","","",""
"SENTALI STREET","SS1","SS132092351","Sentali Street SS1 20x9 5x112 35 Hyper Silver","Hyper Silver","20","9","5x112","35","6.5","","66.6","5","","1900","226.67","36","4","332.46","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/2e910958-d77c-4054-9692-fcdf75f20193.png","","","","",""
"SENTALI STREET","SS2","SS2218852351","Sentali Street SS2 18x8.5 5x112 35 Matte Black","Matte Black","18","8.5","5x112","35","6.25","","66.6","5","","1700","178.86","70","-4","262.32","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/ddacbd20-db2e-456e-a4df-ed13d7a485a3.png","","","","",""
"SENTALI STREET","SS2","SS2219851354","Sentali Street SS2 19x8.5 5x114.3 35 Matte Black","Matte Black","19","8.5","5x114.3","35","6.25","","73.1","5","","1800","200.59","124","-24","294.2","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/ddacbd20-db2e-456e-a4df-ed13d7a485a3.png","","","","",""
"SENTALI STREET","SS2","SS2219852351","Sentali Street SS2 19x8.5 5x112 35 Matte Black","Matte Black","19","8.5","5x112","35","6.25","","66.6","5","","1800","200.59","76","-13","294.2","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/ddacbd20-db2e-456e-a4df-ed13d7a485a3.png","","","","",""
"SENTALI STREET","SS1","SS1318851354","Sentali Street SS1 18x8.5 5x114.3 35 Hyper Silver","Hyper Silver","18","8.5","5x114.3","35","6.25","","73.1","5","","1700","178.86","-2","-12","262.32","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/2e910958-d77c-4054-9692-fcdf75f20193.png","","","","",""
"SENTALI STREET","SS4","SS4619851354","Sentali Street SS4 19x8.5 5x114.3 35 Gloss Black Machined","Gloss Black Machined","19","8.5","5x114.3","35","6.25","","73.1","5","","1800","202.77","24","-8","297.39","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/b0c1b854-b754-4175-ace9-5311af50597b.png","","","","",""
"SENTALI STREET","SS1","SS1318852421","Sentali Street SS1 18x8.5 5x112 42 Hyper Silver","Hyper Silver","18","8.5","5x112","42","6.5","","66.6","5","","1700","178.86","4","4","262.32","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/2e910958-d77c-4054-9692-fcdf75f20193.png","","","","",""
"SENTALI STREET","SS2","SS232093353","Sentali Street SS2 20x9 5x120 35 Hyper Silver","Hyper Silver","20","9","5x120","35","6.5","","72.6","5","","1900","226.67","40","0","332.46","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/7888a8f3-ef23-4a7b-85ae-b517d1c9b65b.png","","","","",""
"SENTALI STREET","SS3","SS38221055282","Sentali Street SS3 22x10.5 5x127 28 Matte Graphite","Matte Graphite","22","10.5","5x127","28","6.75","","71.6","5","","2000","287.53","7","0","421.71","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/bd94d177-7d6b-43b2-8c5c-0b95e0af0eba.png","","","","",""
"SENTALI STREET","SS2","SS2418853353","Sentali Street SS2 18x8.5 5x120 35 Matte Bronze","Matte Bronze","18","8.5","5x120","35","6.25","","72.6","5","","1700","178.86","41","5","262.32","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/79b327f9-8912-4a48-9c5e-1645503183c6.png","","","","",""
"SENTALI STREET","SS2","SS2418854354","Sentali Street SS2 18x8.5 5x100 35 Matte Bronze","Matte Bronze","18","8.5","5x100","35","6.25","","73.1","5","","1700","178.86","24","4","262.32","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/79b327f9-8912-4a48-9c5e-1645503183c6.png","","","","",""
"SENTALI STREET","SS3","SS3218852351","Sentali Street SS3 18x8.5 5x112 35 Matte Black","Matte Black","18","8.5","5x112","35","6.25","","66.6","5","","1700","178.86","64","4","262.32","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/98e69272-acf4-40d7-82eb-04193a38b00e.png","","","","",""
"SENTALI STREET","SS1","SS112091354","Sentali Street SS1 20x9 5x114.3 35 Gloss Black","Gloss Black","20","9","5x114.3","35","6.5","","73.1","5","","1900","226.67","-15","-4","332.46","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/a7847c98-a8c0-48f7-b81b-0ae9206b5805.png","","","","",""
"SENTALI STREET","SS3","SS3818953383","Sentali Street SS3 18x9.5 5x120 38 Matte Graphite","Matte Graphite","18","9.5","5x120","38","6.75","","72.6","5","","1700","181.04","28","12","265.51","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/bd94d177-7d6b-43b2-8c5c-0b95e0af0eba.png","","","","",""
"SENTALI STREET","SS1","SS112095352","Sentali Street SS1 20x9 5x127 35 Gloss Black","Gloss Black","20","9","5x127","35","6.5","","71.6","5","","1900","226.67","40","4","332.46","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/a7847c98-a8c0-48f7-b81b-0ae9206b5805.png","","","","",""
"SENTALI STREET","SS2","SS2218952381","Sentali Street SS2 18x9.5 5x112 38 Matte Black","Matte Black","18","9.5","5x112","38","6.75","","66.6","5","","1700","181.04","66","8","265.51","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/ddacbd20-db2e-456e-a4df-ed13d7a485a3.png","","","","",""
"SENTALI STREET","SS4","SS412091354","Sentali Street SS4 20x9 5x114.3 35 Gloss Black","Gloss Black","20","9","5x114.3","35","6.5","","73.1","5","","1900","226.67","48","10","332.46","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/0357a999-336e-4a32-97f2-4062af39dbc7.png","","","","",""
"SENTALI STREET","SS1","SS1322952351","Sentali Street SS1 22x9.5 5x112 35 Hyper Silver","Hyper Silver","22","9.5","5x112","35","6.75","","66.6","5","","2000","285.36","15","4","418.53","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/2e910958-d77c-4054-9692-fcdf75f20193.png","","","","",""
"SENTALI STREET","SS3","SS34201052251","Sentali Street SS3 20x10.5 5x112 25 Matte Bronze","Matte Bronze","20","10.5","5x112","25","6.75","","66.6","5","","1900","233.2","0","0","342.02","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/01878a8c-9195-4c45-9c23-840eede1e734.png","","","","",""
"SENTALI STREET","SS1","SS1122951354","Sentali Street SS1 22x9.5 5x114.3 35 Gloss Black","Gloss Black","22","9.5","5x114.3","35","6.75","","73.1","5","","2000","285.36","44","4","418.53","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/a7847c98-a8c0-48f7-b81b-0ae9206b5805.png","","","","",""
"SENTALI STREET","SS1","SS1318953383","Sentali Street SS1 18x9.5 5x120 38 Hyper Silver","Hyper Silver","18","9.5","5x120","38","6.75","","72.6","5","","1700","181.04","10","4","265.51","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/2e910958-d77c-4054-9692-fcdf75f20193.png","","","","",""
"SENTALI STREET","SS4","SS462091254","Sentali Street SS4 20x9 5x114.3 25 Gloss Black Machined","Gloss Black Machined","20","9","5x114.3","25","6","","73.1","5","","1900","231.02","46","0","338.83","https://autocountry-production.s3.ca-central-1.amazonaws.com/images/wheels/b0c1b854-b754-4175-ace9-5311af50597b.png","","","","",""
